'sample #','MLII','V2'
172,960,1020
173,961,1022
174,961,1022
175,964,1022
176,962,1019
177,962,1017
178,959,1018
179,959,1020
180,960,1021
181,960,1021
182,962,1018
183,959,1015
184,959,1016
185,960,1016
186,961,1020
187,965,1017
188,969,1018
189,968,1015
190,968,1016
191,971,1019
192,973,1021
193,975,1021
194,976,1019
195,977,1017
196,975,1018
197,976,1021
198,977,1023
199,981,1022
200,981,1020
201,981,1018
202,978,1019
203,980,1020
204,982,1022
205,983,1020
206,981,1021
207,981,1017
208,975,1016
209,973,1016
210,974,1016
211,972,1012
212,970,1010
213,970,1007
214,970,1004
215,973,1006
216,974,1013
217,973,1013
218,972,1017
219,965,1017
220,961,1015
221,960,1019
222,959,1018
223,958,1017
224,956,1015
225,953,1010
226,948,1010
227,947,1012
228,948,1014
229,948,1013
230,945,1011
231,942,1009
232,943,1007
233,942,1009
234,943,1011
235,944,1009
236,946,1008
237,943,1008
238,940,1008
239,942,1011
240,944,1012
241,944,1012
242,945,1011
243,943,1012
244,942,1011
245,943,1012
246,944,1014
247,943,1014
248,943,1012
249,940,1009
250,935,1010
251,929,1013
252,916,1013
253,908,1007
254,906,1003
255,914,1002
256,927,1009
257,946,1017
258,982,1026
259,1042,1043
260,1118,1071
261,1194,1110
262,1262,1158
263,1326,1206
264,1374,1256
265,1394,1297
266,1384,1311
267,1341,1300
268,1252,1258
269,1148,1188
270,1050,1100
271,977,1018
272,936,955
273,920,929
274,919,928
275,927,942
276,943,964
277,958,985
278,965,1004
279,960,1016
280,952,1020
281,949,1022
282,949,1020
283,948,1017
284,948,1016
285,945,1015
286,940,1014
287,938,1015
288,937,1016
289,938,1013
290,937,1012
291,934,1012
292,931,1009
293,932,1013
294,934,1014
295,935,1014
296,932,1012
297,931,1012
298,927,1012
299,930,1014
300,933,1015
301,931,1013
302,932,1011
303,930,1012
304,929,1013
305,931,1015
306,929,1018
307,929,1015
308,930,1016
309,931,1014
310,927,1014
311,930,1017
312,932,1019
313,933,1020
314,936,1016
315,932,1016
316,930,1016
317,934,1017
318,938,1019
319,937,1020
320,937,1020
321,937,1020
322,936,1020
323,939,1023
324,942,1025
325,945,1023
326,946,1024
327,944,1023
328,944,1024
329,946,1025
330,950,1031
331,955,1030
332,956,1031
333,956,1029
334,955,1030
335,960,1035
336,966,1040
337,969,1036
338,972,1037
339,973,1039
340,976,1040
341,982,1046
342,987,1052
343,992,1051
344,997,1054
345,998,1055
346,999,1055
347,1004,1060
348,1010,1064
349,1016,1065
350,1016,1066
351,1019,1068
352,1023,1069
353,1027,1072
354,1031,1077
355,1036,1079
356,1035,1076
357,1036,1078
358,1038,1079
359,1041,1080
360,1045,1084
361,1047,1084
362,1046,1084
363,1046,1084
364,1043,1083
365,1044,1085
366,1043,1088
367,1042,1083
368,1041,1081
369,1035,1079
370,1033,1076
371,1030,1076
372,1027,1076
373,1022,1073
374,1018,1068
375,1011,1065
376,1006,1062
377,1001,1058
378,998,1058
379,994,1052
380,988,1047
381,981,1044
382,976,1041
383,974,1037
384,972,1038
385,970,1032
386,969,1030
387,963,1026
388,961,1022
389,959,1025
390,961,1024
391,962,1023
392,962,1021
393,954,1018
394,955,1017
395,954,1018
396,958,1021
397,959,1017
398,958,1016
399,955,1013
400,954,1011
401,955,1014
402,954,1016
403,956,1015
404,955,1015
405,954,1014
406,953,1010
407,954,1013
408,958,1016
409,958,1014
410,958,1015
411,958,1014
412,957,1014
413,959,1016
414,960,1020
415,961,1016
416,961,1015
417,960,1015
418,958,1014
419,961,1015
420,962,1021
421,964,1023
422,964,1021
423,962,1016
424,960,1019
425,962,1018
426,963,1020
427,965,1019
428,965,1020
429,965,1019
430,961,1020
431,962,1022
432,965,1022
433,965,1021
434,964,1020
435,962,1019
436,963,1019
437,962,1020
438,963,1022
439,965,1020
440,964,1019
441,961,1016
442,959,1017
443,958,1020
444,961,1018
445,962,1017
446,961,1018
447,959,1014
448,957,1015
449,958,1016
450,959,1017
451,960,1016
452,957,1014
453,958,1011
454,956,1011
455,954,1010
456,955,1013
457,956,1012
458,956,1010
459,954,1009
460,953,1009
461,954,1009
462,955,1010
463,955,1008
464,955,1006
465,954,1004
466,949,1003
467,951,1004
468,952,1007
469,950,1006
470,951,1004
471,951,1002
472,948,1002
473,947,1001
474,949,1003
475,950,1003
476,949,1001
477,947,1002
478,944,999
479,948,1001
480,947,1003
481,949,1002
482,950,1000
483,946,998
484,944,997
485,945,999
486,949,1001
487,948,1001
488,947,999
489,947,997
490,945,995
491,944,998
492,945,1000
493,947,1001
494,948,998
495,947,997
496,947,995
497,949,998
498,952,999
499,953,999
500,957,999
501,957,998
502,961,998
503,962,999
504,962,1002
505,962,1002
506,961,997
507,963,1000
508,962,998
509,967,1001
510,970,1002
511,971,1002
512,972,998
513,970,997
514,969,998
515,971,1000
516,974,1003
517,974,1000
518,971,1000
519,969,998
520,965,994
521,961,995
522,962,994
523,961,992
524,961,989
525,962,987
526,960,989
527,962,995
528,964,1001
529,960,1002
530,956,1001
531,953,1001
532,949,1001
533,948,1000
534,948,1002
535,946,1000
536,943,997
537,943,995
538,940,995
539,938,994
540,939,995
541,938,995
542,937,992
543,934,993
544,934,990
545,934,993
546,934,995
547,937,992
548,936,993
549,936,993
550,932,993
551,933,995
552,934,997
553,934,995
554,936,995
555,934,992
556,933,991
557,934,993
558,937,996
559,937,995
560,935,994
561,932,994
562,922,995
563,910,993
564,900,990
565,897,987
566,906,988
567,917,992
568,933,996
569,969,1009
570,1033,1027
571,1113,1061
572,1199,1104
573,1270,1152
574,1331,1203
575,1374,1256
576,1392,1291
577,1370,1293
578,1297,1259
579,1182,1183
580,1063,1083
581,972,991
582,927,931
583,914,909
584,916,913
585,923,932
586,940,956
587,953,983
588,956,1002
589,949,1005
590,945,1002
591,941,998
592,941,997
593,941,999
594,943,1000
595,938,1000
596,933,996
597,929,994
598,925,991
599,925,993
600,927,996
601,927,994
602,927,994
603,922,994
604,921,993
605,920,994
606,924,996
607,925,996
608,924,997
609,926,995
610,922,995
611,924,997
612,925,1000
613,927,1000
614,925,997
615,925,995
616,922,993
617,924,998
618,926,1000
619,928,1002
620,926,1003
621,929,1000
622,925,999
623,930,1001
624,930,1004
625,930,1003
626,932,1002
627,931,1001
628,933,1004
629,935,1005
630,937,1009
631,942,1011
632,943,1005
633,942,1007
634,942,1009
635,944,1012
636,948,1016
637,953,1015
638,956,1017
639,958,1016
640,958,1018
641,965,1023
642,969,1029
643,971,1027
644,975,1029
645,978,1030
646,981,1031
647,986,1036
648,991,1039
649,998,1042
650,1004,1047
651,1004,1047
652,1007,1047
653,1011,1051
654,1014,1055
655,1020,1055
656,1022,1058
657,1023,1059
658,1023,1060
659,1029,1064
660,1030,1067
661,1038,1067
662,1038,1068
663,1036,1070
664,1035,1068
665,1038,1071
666,1039,1072
667,1039,1071
668,1036,1069
669,1033,1066
670,1027,1063
671,1027,1064
672,1026,1064
673,1023,1060
674,1021,1057
675,1009,1052
676,1005,1048
677,1001,1046
678,999,1045
679,996,1042
680,991,1036
681,983,1033
682,978,1029
683,974,1026
684,972,1024
685,970,1020
686,968,1017
687,963,1013
688,960,1012
689,959,1012
690,960,1011
691,957,1011
692,958,1006
693,953,1002
694,952,1001
695,953,1001
696,955,1001
697,955,1002
698,954,1002
699,954,999
700,953,997
701,955,1001
702,956,1003
703,955,1003
704,955,999
705,954,996
706,953,994
707,954,999
708,956,1000
709,958,1002
710,957,1001
711,957,1000
712,955,998
713,956,1002
714,957,1003
715,959,1002
716,958,1001
717,956,998
718,956,999
719,959,1003
720,958,1008
721,960,1004
722,961,1004
723,959,1005
724,957,1003
725,957,1005
726,959,1006
727,962,1005
728,962,1002
729,960,1001
730,957,1000
731,960,1002
732,960,1007
733,961,1005
734,962,1005
735,957,1002
736,959,1005
737,957,1006
738,961,1009
739,958,1006
740,960,1003
741,957,1001
742,957,1001
743,958,1004
744,959,1002
745,961,1003
746,961,1001
747,960,999
748,955,997
749,957,999
750,958,997
751,957,995
752,957,995
753,955,994
754,954,992
755,954,995
756,953,996
757,954,994
758,953,990
759,951,989
760,949,987
761,951,991
762,950,995
763,952,991
764,951,989
765,947,986
766,947,987
767,948,987
768,950,987
769,949,986
770,949,987
771,947,982
772,945,985
773,946,985
774,947,987
775,945,984
776,945,985
777,943,983
778,942,981
779,942,984
780,943,986
781,944,984
782,944,983
783,942,981
784,942,981
785,942,984
786,943,986
787,943,983
788,943,983
789,944,981
790,944,980
791,944,983
792,947,984
793,947,983
794,948,984
795,943,982
796,943,980
797,945,982
798,945,985
799,947,982
800,951,983
801,950,983
802,954,980
803,957,985
804,958,986
805,960,987
806,961,986
807,958,986
808,957,985
809,960,987
810,962,988
811,966,986
812,966,984
813,963,982
814,961,983
815,964,985
816,968,986
817,966,985
818,966,985
819,964,982
820,960,982
821,959,983
822,955,981
823,955,978
824,956,973
825,954,973
826,955,974
827,956,975
828,960,980
829,959,984
830,956,982
831,951,983
832,947,984
833,946,985
834,948,988
835,947,985
836,945,982
837,941,980
838,938,979
839,938,982
840,935,983
841,935,981
842,933,979
843,933,976
844,933,977
845,935,980
846,937,981
847,937,981
848,934,979
849,931,978
850,930,979
851,932,978
852,934,980
853,935,979
854,936,979
855,935,981
856,933,980
857,933,976
858,934,980
859,935,978
860,934,980
861,933,979
862,929,977
863,921,980
864,910,979
865,904,973
866,907,975
867,917,979
868,930,986
869,952,994
870,990,1009
871,1058,1034
872,1131,1070
873,1204,1113
874,1267,1159
875,1325,1204
876,1361,1244
877,1364,1260
878,1325,1249
879,1236,1201
880,1122,1121
881,1019,1033
882,951,968
883,919,924
884,909,909
885,910,916
886,928,935
887,948,962
888,957,985
889,955,993
890,945,992
891,942,987
892,938,983
893,941,984
894,940,989
895,939,988
896,936,986
897,930,983
898,929,982
899,928,983
900,929,985
901,929,985
902,928,984
903,927,981
904,925,982
905,927,984
906,927,985
907,926,981
908,928,984
909,926,982
910,927,983
911,928,986
912,930,987
913,929,985
914,927,983
915,926,980
916,926,983
917,926,987
918,929,992
919,928,988
920,930,987
921,928,985
922,926,984
923,927,984
924,933,987
925,934,988
926,934,988
927,933,988
928,929,990
929,935,992
930,937,994
931,939,992
932,939,989
933,937,990
934,938,991
935,942,994
936,944,998
937,948,998
938,949,999
939,951,998
940,953,999
941,957,1002
942,961,1003
943,965,1005
944,966,1007
945,970,1010
946,972,1013
947,976,1014
948,981,1021
949,983,1021
950,988,1022
951,990,1022
952,992,1023
953,998,1030
954,1003,1033
955,1006,1035
956,1010,1035
957,1012,1039
958,1013,1040
959,1015,1042
960,1019,1046
961,1025,1047
962,1026,1048
963,1026,1050
964,1027,1051
965,1031,1055
966,1032,1058
967,1035,1058
968,1036,1057
969,1031,1055
970,1030,1054
971,1033,1054
972,1031,1056
973,1032,1056
974,1030,1057
975,1025,1055
976,1022,1049
977,1018,1047
978,1016,1048
979,1013,1045
980,1005,1037
981,1003,1034
982,997,1031
983,993,1030
984,990,1030
985,989,1026
986,984,1021
987,979,1016
988,972,1013
989,971,1011
990,970,1010
991,971,1005
992,967,1001
993,964,998
994,962,997
995,961,998
996,963,999
997,964,996
998,961,993
999,957,991
1000,955,993
1001,959,994
1002,958,990
1003,959,992
1004,958,987
1005,955,990
1006,957,990
1007,957,990
1008,958,991
1009,957,989
1010,957,989
1011,954,986
1012,956,989
1013,957,988
1014,958,988
1015,957,989
1016,959,988
1017,958,989
1018,960,989
1019,960,992
1020,961,992
1021,960,991
1022,961,989
1023,962,988
1024,963,993
1025,964,993
1026,965,995
1027,963,994
1028,962,994
1029,965,994
1030,965,993
1031,964,998
1032,966,995
1033,967,996
1034,967,994
1035,965,997
1036,966,997
1037,967,999
1038,968,998
1039,968,997
1040,967,995
1041,965,997
1042,967,999
1043,967,1002
1044,966,998
1045,968,997
1046,967,995
1047,966,998
1048,965,997
1049,969,1000
1050,967,998
1051,965,996
1052,965,996
1053,964,993
1054,964,994
1055,965,996
1056,965,995
1057,963,994
1058,960,991
1059,960,992
1060,960,992
1061,962,994
1062,962,991
1063,960,991
1064,959,989
1065,956,987
1066,958,990
1067,958,992
1068,957,989
1069,955,985
1070,954,985
1071,953,986
1072,953,985
1073,955,986
1074,955,984
1075,954,980
1076,953,980
1077,949,981
1078,951,981
1079,952,982
1080,953,983
1081,952,980
1082,951,980
1083,949,979
1084,950,981
1085,952,984
1086,952,981
1087,950,981
1088,949,979
1089,948,977
1090,948,979
1091,950,981
1092,951,980
1093,951,980
1094,949,979
1095,948,975
1096,948,978
1097,950,981
1098,953,979
1099,953,977
1100,949,978
1101,948,978
1102,950,979
1103,950,979
1104,953,977
1105,953,978
1106,956,975
1107,955,976
1108,958,977
1109,964,981
1110,965,979
1111,966,978
1112,964,977
1113,964,975
1114,966,981
1115,967,981
1116,970,981
1117,973,981
1118,972,979
1119,970,977
1120,969,980
1121,974,981
1122,977,978
1123,977,977
1124,974,976
1125,971,976
1126,968,975
1127,968,976
1128,966,973
1129,962,967
1130,961,967
1131,961,966
1132,964,969
1133,967,973
1134,968,977
1135,963,978
1136,961,979
1137,956,979
1138,954,979
1139,955,980
1140,953,977
1141,948,974
1142,945,973
1143,944,976
1144,947,976
1145,945,975
1146,944,974
1147,943,971
1148,940,971
1149,937,970
1150,941,973
1151,940,974
1152,939,974
1153,939,972
1154,938,972
1155,938,971
1156,938,974
1157,938,975
1158,941,975
1159,939,973
1160,937,973
1161,937,972
1162,939,975
1163,940,977
1164,939,974
1165,940,974
1166,937,974
1167,931,975
1168,923,974
1169,913,975
1170,907,969
1171,913,972
1172,925,976
1173,942,986
1174,978,999
1175,1039,1021
1176,1121,1054
1177,1204,1098
1178,1278,1144
1179,1337,1194
1180,1378,1236
1181,1388,1260
1182,1355,1253
1183,1273,1210
1184,1156,1129
1185,1041,1033
1186,957,953
1187,916,911
1188,912,902
1189,921,913
1190,939,931
1191,954,958
1192,959,979
1193,958,989
1194,951,989
1195,946,986
1196,944,979
1197,945,977
1198,942,982
1199,940,984
1200,937,980
1201,936,978
1202,934,976
1203,933,974
1204,932,976
1205,933,978
1206,934,978
1207,932,976
1208,928,975
1209,928,977
1210,931,980
1211,931,982
1212,932,981
1213,931,980
1214,931,979
1215,930,979
1216,931,981
1217,930,981
1218,930,980
1219,930,980
1220,930,981
1221,928,981
1222,930,984
1223,934,987
1224,934,984
1225,933,984
1226,933,980
1227,933,983
1228,932,984
1229,935,987
1230,938,985
1231,937,985
1232,939,986
1233,938,985
1234,939,988
1235,943,991
1236,944,990
1237,947,991
1238,947,989
1239,949,992
1240,949,994
1241,951,993
1242,956,997
1243,957,997
1244,959,997
1245,961,999
1246,966,1003
1247,971,1008
1248,975,1010
1249,980,1008
1250,981,1010
1251,982,1012
1252,987,1016
1253,993,1019
1254,998,1021
1255,1002,1021
1256,1006,1023
1257,1006,1026
1258,1012,1029
1259,1019,1035
1260,1022,1035
1261,1023,1037
1262,1027,1040
1263,1026,1040
1264,1033,1045
1265,1039,1047
1266,1040,1047
1267,1044,1050
1268,1041,1045
1269,1043,1048
1270,1046,1050
1271,1049,1055
1272,1048,1054
1273,1051,1053
1274,1048,1048
1275,1043,1049
1276,1043,1049
1277,1045,1050
1278,1044,1049
1279,1041,1047
1280,1035,1042
1281,1027,1040
1282,1026,1039
1283,1023,1036
1284,1020,1033
1285,1013,1029
1286,1009,1027
1287,1001,1022
1288,999,1023
1289,996,1018
1290,993,1015
1291,988,1011
1292,982,1005
1293,977,1003
1294,977,1002
1295,974,999
1296,974,999
1297,970,992
1298,968,990
1299,966,988
1300,961,989
1301,964,991
1302,963,990
1303,963,986
1304,961,982
1305,958,981
1306,958,985
1307,960,984
1308,959,983
1309,961,983
1310,957,979
1311,955,981
1312,958,982
1313,960,983
1314,961,983
1315,959,981
1316,958,978
1317,956,979
1318,960,982
1319,961,982
1320,963,983
1321,962,981
1322,961,981
1323,960,981
1324,964,983
1325,965,984
1326,966,985
1327,964,985
1328,962,984
1329,962,984
1330,964,988
1331,966,988
1332,966,990
1333,967,987
1334,966,987
1335,965,988
1336,967,988
1337,970,992
1338,969,991
1339,969,991
1340,968,988
1341,966,989
1342,966,990
1343,968,993
1344,968,991
1345,970,992
1346,968,987
1347,965,987
1348,966,989
1349,970,990
1350,967,991
1351,967,987
1352,966,983
1353,964,985
1354,967,987
1355,966,990
1356,965,989
1357,963,986
1358,963,985
1359,961,984
1360,964,987
1361,964,983
1362,964,986
1363,962,983
1364,961,981
1365,957,980
1366,960,980
1367,962,984
1368,961,981
1369,959,978
1370,959,978
1371,956,978
1372,957,978
1373,957,978
1374,958,978
1375,956,974
1376,955,973
1377,954,974
1378,955,977
1379,957,979
1380,957,975
1381,955,974
1382,949,972
1383,950,972
1384,952,972
1385,955,975
1386,954,974
1387,953,971
1388,951,969
1389,948,970
1390,950,974
1391,951,974
1392,952,974
1393,950,973
1394,950,972
1395,949,972
1396,950,972
1397,950,975
1398,951,975
1399,950,972
1400,948,970
1401,948,973
1402,949,972
1403,951,976
1404,952,973
1405,951,972
1406,953,968
1407,953,970
1408,953,974
1409,957,975
1410,962,976
1411,962,973
1412,964,973
1413,965,972
1414,965,975
1415,968,979
1416,969,978
1417,970,976
1418,970,975
1419,971,975
1420,972,978
1421,973,976
1422,973,974
1423,975,976
1424,976,974
1425,973,974
1426,975,977
1427,974,978
1428,972,973
1429,969,974
1430,966,969
1431,962,968
1432,960,967
1433,963,969
1434,966,967
1435,967,965
1436,966,967
1437,963,974
1438,962,979
1439,959,981
1440,957,978
1441,957,978
1442,952,976
1443,948,974
1444,947,975
1445,948,973
1446,946,973
1447,943,972
1448,940,969
1449,938,969
1450,939,969
1451,940,972
1452,938,968
1453,939,968
1454,936,966
1455,937,969
1456,939,971
1457,938,971
1458,939,973
1459,939,971
1460,938,968
1461,936,969
1462,935,970
1463,940,973
1464,941,972
1465,939,972
1466,939,972
1467,935,971
1468,934,973
1469,928,973
1470,918,970
1471,908,964
1472,906,962
1473,911,965
1474,928,973
1475,952,984
1476,994,995
1477,1060,1016
1478,1142,1054
1479,1221,1103
1480,1298,1157
1481,1357,1209
1482,1388,1256
1483,1389,1279
1484,1355,1273
1485,1267,1225
1486,1152,1145
1487,1042,1048
1488,968,962
1489,928,907
1490,918,891
1491,923,903
1492,939,924
1493,955,950
1494,965,969
1495,961,982
1496,950,984
1497,944,982
1498,946,980
1499,947,980
1500,947,980
1501,942,976
1502,938,976
1503,935,974
1504,935,974
1505,937,974
1506,937,978
1507,933,973
1508,931,972
1509,930,973
1510,931,974
1511,933,977
1512,933,976
1513,933,976
1514,931,975
1515,928,974
1516,929,978
1517,931,980
1518,931,979
1519,931,975
1520,932,973
1521,929,976
1522,930,979
1523,931,982
1524,934,978
1525,934,981
1526,932,977
1527,930,979
1528,933,978
1529,935,982
1530,936,981
1531,937,982
1532,937,981
1533,936,981
1534,935,984
1535,938,986
1536,942,985
1537,942,984
1538,942,986
1539,943,986
1540,944,987
1541,948,993
1542,951,991
1543,952,991
1544,953,990
1545,955,993
1546,958,995
1547,963,998
1548,964,1002
1549,967,1001
1550,970,1002
1551,972,1004
1552,978,1009
1553,980,1011
1554,984,1015
1555,987,1014
1556,992,1017
1557,994,1018
1558,1000,1019
1559,1005,1024
1560,1009,1029
1561,1014,1029
1562,1017,1031
1563,1017,1035
1564,1023,1038
1565,1029,1041
1566,1031,1043
1567,1034,1041
1568,1033,1043
1569,1036,1045
1570,1038,1045
1571,1042,1051
1572,1045,1051
1573,1047,1052
1574,1048,1050
1575,1046,1051
1576,1048,1054
1577,1048,1055
1578,1050,1055
1579,1050,1051
1580,1045,1052
1581,1041,1050
1582,1042,1053
1583,1040,1048
1584,1036,1047
1585,1031,1043
1586,1023,1039
1587,1019,1038
1588,1019,1036
1589,1015,1031
1590,1011,1029
1591,1003,1022
1592,995,1018
1593,991,1014
1594,988,1013
1595,985,1010
1596,980,1007
1597,976,1003
1598,974,998
1599,970,996
1600,968,995
1601,968,993
1602,969,992
1603,967,990
1604,963,987
1605,960,985
1606,960,987
1607,962,985
1608,961,983
1609,962,981
1610,959,979
1611,954,977
1612,954,980
1613,958,982
1614,959,983
1615,959,982
1616,956,979
1617,955,977
1618,958,979
1619,958,981
1620,958,984
1621,960,979
1622,956,978
1623,956,980
1624,959,980
1625,963,981
1626,961,982
1627,963,981
1628,962,980
1629,961,982
1630,963,982
1631,964,986
1632,965,985
1633,964,986
1634,964,985
1635,962,983
1636,964,986
1637,966,988
1638,969,989
1639,967,988
1640,965,986
1641,964,988
1642,965,988
1643,970,992
1644,969,990
1645,969,988
1646,965,987
1647,965,985
1648,966,988
1649,969,986
1650,967,988
1651,970,987
1652,966,984
1653,966,984
1654,967,985
1655,969,986
1656,970,985
1657,967,985
1658,966,981
1659,963,984
1660,965,984
1661,965,985
1662,966,986
1663,966,984
1664,963,980
1665,962,978
1666,962,981
1667,964,983
1668,961,982
1669,962,981
1670,960,979
1671,958,979
1672,960,980
1673,958,984
1674,962,981
1675,959,980
1676,957,979
1677,955,976
1678,957,976
1679,956,980
1680,958,980
1681,956,975
1682,954,976
1683,953,975
1684,953,976
1685,957,978
1686,957,976
1687,955,973
1688,954,972
1689,951,972
1690,951,976
1691,951,972
1692,955,973
1693,952,970
1694,952,967
1695,951,969
1696,950,970
1697,951,971
1698,954,969
1699,954,967
1700,950,969
1701,950,969
1702,952,971
1703,955,972
1704,954,975
1705,952,971
1706,950,969
1707,949,970
1708,952,970
1709,952,972
1710,954,971
1711,955,969
1712,953,967
1713,954,969
1714,958,973
1715,961,973
1716,966,974
1717,966,971
1718,965,970
1719,965,971
1720,966,975
1721,970,974
1722,972,974
1723,973,972
1724,971,974
1725,970,973
1726,973,974
1727,975,977
1728,975,975
1729,974,974
1730,975,973
1731,974,975
1732,976,976
1733,976,978
1734,974,975
1735,970,974
1736,969,970
1737,965,967
1738,962,967
1739,964,966
1740,968,964
1741,968,965
1742,968,966
1743,968,968
1744,966,977
1745,964,979
1746,962,980
1747,959,978
1748,954,974
1749,954,977
1750,951,976
1751,951,978
1752,950,974
1753,948,972
1754,948,968
1755,944,972
1756,943,973
1757,941,973
1758,941,971
1759,940,970
1760,939,968
1761,935,967
1762,936,969
1763,940,973
1764,939,971
1765,939,968
1766,938,970
1767,938,968
1768,940,973
1769,942,972
1770,941,972
1771,937,971
1772,941,969
1773,940,967
1774,941,969
1775,941,973
1776,942,973
1777,942,972
1778,940,971
1779,934,971
1780,930,972
1781,918,971
1782,908,968
1783,905,963
1784,912,964
1785,921,970
1786,938,980
1787,967,989
1788,1013,999
1789,1078,1021
1790,1144,1053
1791,1211,1097
1792,1277,1142
1793,1339,1192
1794,1381,1239
1795,1399,1275
1796,1384,1285
1797,1335,1266
1798,1242,1217
1799,1134,1138
1800,1040,1047
1801,970,965
1802,936,912
1803,922,889
1804,922,892
1805,927,907
1806,942,923
1807,955,945
1808,962,963
1809,959,973
1810,955,981
1811,953,986
1812,949,981
1813,949,978
1814,945,977
1815,942,978
1816,945,981
1817,944,981
1818,940,976
1819,937,975
1820,935,974
1821,933,974
1822,932,975
1823,935,979
1824,932,978
1825,934,975
1826,931,974
1827,930,973
1828,932,978
1829,936,980
1830,934,977
1831,932,977
1832,932,975
1833,927,973
1834,931,976
1835,931,977
1836,933,977
1837,932,979
1838,930,974
1839,930,975
1840,933,978
1841,932,981
1842,933,981
1843,935,980
1844,934,981
1845,931,980
1846,935,981
1847,937,983
1848,940,981
1849,938,984
1850,938,983
1851,935,983
1852,937,986
1853,941,988
1854,942,988
1855,942,987
1856,941,987
1857,943,986
1858,942,989
1859,946,991
1860,948,989
1861,951,987
1862,951,989
1863,952,991
1864,952,992
1865,959,996
1866,961,998
1867,965,995
1868,966,998
1869,966,1000
1870,969,1004
1871,974,1009
1872,979,1010
1873,983,1009
1874,983,1010
1875,987,1014
1876,990,1018
1877,996,1021
1878,999,1023
1879,1000,1025
1880,1004,1023
1881,1005,1027
1882,1009,1029
1883,1016,1034
1884,1020,1036
1885,1023,1037
1886,1023,1035
1887,1023,1036
1888,1028,1040
1889,1033,1045
1890,1038,1044
1891,1040,1045
1892,1039,1047
1893,1041,1049
1894,1045,1054
1895,1048,1057
1896,1050,1055
1897,1049,1055
1898,1047,1053
1899,1047,1052
1900,1049,1053
1901,1049,1058
1902,1051,1059
1903,1047,1056
1904,1043,1055
1905,1040,1053
1906,1038,1053
1907,1037,1052
1908,1033,1049
1909,1027,1046
1910,1024,1042
1911,1015,1040
1912,1016,1038
1913,1010,1036
1914,1008,1034
1915,1004,1028
1916,996,1022
1917,992,1021
1918,987,1018
1919,987,1018
1920,985,1016
1921,982,1009
1922,979,1007
1923,973,1005
1924,975,1003
1925,972,1002
1926,971,1000
1927,969,997
1928,967,995
1929,963,992
1930,966,992
1931,965,995
1932,967,992
1933,963,989
1934,959,987
1935,959,985
1936,958,986
1937,962,986
1938,961,986
1939,962,983
1940,959,982
1941,959,983
1942,959,984
1943,960,988
1944,959,988
1945,959,987
1946,960,985
1947,960,988
1948,962,989
1949,964,990
1950,965,992
1951,961,990
1952,964,986
1953,962,985
1954,962,988
1955,964,988
1956,966,990
1957,966,988
1958,966,989
1959,963,987
1960,967,991
1961,968,996
1962,969,993
1963,969,992
1964,969,991
1965,968,992
1966,967,993
1967,970,994
